address,zipcode,type,status,other_status,price,last_sold_price,tax_assessed_value,tax_assessed_year,mortgage_rate,propert_tax_rate,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"5455 Vineland Rd APT 3312, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,199999.0,72000,90700,2018,4.062,1.09,193282,193282,1350,2,2.0,1043,2000,,108,108 days on Zillow,DAYS_ON,66194320,66194320,https://www.zillow.com/homedetails/5455-Vineland-Rd-APT-3312-Orlando-FL-32811/66194320_zpid/
"13418 Summerton Dr, Orlando, FL 32824",32824,TOWNHOUSE,FOR_SALE,Townhouse for sale,189990.0,105000,121694,2018,4.062,1.09,188815,188815,1500,3,2.0,1203,1997,,108,108 days on Zillow,DAYS_ON,46199342,46199342,https://www.zillow.com/homedetails/13418-Summerton-Dr-Orlando-FL-32824/46199342_zpid/
"860 N Orange Ave APT 275, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,158500.0,110000,82900,2018,4.062,1.09,152629,152629,1158,1,1.0,535,2000,,109,109 days on Zillow,DAYS_ON,64815244,64815244,https://www.zillow.com/homedetails/860-N-Orange-Ave-APT-275-Orlando-FL-32801/64815244_zpid/
"9503 Darien Ave # 9503, Orlando, FL 32817",32817,CONDO,FOR_SALE,Condo for sale,130000.0,,,,4.062,1.09,125694,125694,1200,2,2.0,874,1987,,111,111 days on Zillow,DAYS_ON,2082561839,2082561839,https://www.zillow.com/homedetails/9503-Darien-Ave-9503-Orlando-FL-32817/2082561839_zpid/
"911 N Orange Ave APT 411, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,199350.0,149000,135600,2018,4.062,1.09,194529,194529,1550,2,2.0,1121,2002,,112,112 days on Zillow,DAYS_ON,71083656,71083656,https://www.zillow.com/homedetails/911-N-Orange-Ave-APT-411-Orlando-FL-32801/71083656_zpid/
"1105 Sophie Blvd, Orlando, FL 32828",32828,MULTI_FAMILY,FOR_SALE,Apartment for sale,179900.0,80000,123691,2018,4.062,1.09,176882,176882,1400,3,2.0,1434,1987,,112,112 days on Zillow,DAYS_ON,46174993,46174993,https://www.zillow.com/homedetails/1105-Sophie-Blvd-Orlando-FL-32828/46174993_zpid/
"3501 W Washington St, Orlando, FL 32805",32805,LOT,FOR_SALE,Lot / Land for sale,50000.0,,11900,2018,4.681,1.09,,,,,,,-1,,112,112 days on Zillow,DAYS_ON,99738518,99738518,https://www.zillow.com/homedetails/3501-W-Washington-St-Orlando-FL-32805/99738518_zpid/
"772 E Michigan St UNIT 72, Orlando, FL 32806",32806,CONDO,PRE_FORECLOSURE,Pre-foreclosure,154502.0,145000,100400,2018,4.062,1.09,154502,154502,1279,2,1.5,1116,1967,,113,113 days on Zillow,DAYS_ON,64916296,64916296,https://www.zillow.com/homedetails/772-E-Michigan-St-UNIT-72-Orlando-FL-32806/64916296_zpid/
"14464 Bay Isle Dr, Orlando, FL 32824",32824,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,164066.0,64900,105494,2018,4.062,1.09,164066,164066,1275,2,2.0,,1993,,114,114 days on Zillow,DAYS_ON,46269238,46269238,https://www.zillow.com/homedetails/14464-Bay-Isle-Dr-Orlando-FL-32824/46269238_zpid/
"608 Whippoorwill Dr, Orlando, FL 32825",32825,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,152161.0,53900,91911,2018,4.062,1.09,152161,152161,1200,2,2.0,,1981,,114,114 days on Zillow,DAYS_ON,46260393,46260393,https://www.zillow.com/homedetails/608-Whippoorwill-Dr-Orlando-FL-32825/46260393_zpid/
"955 Oropesa Ave, Orlando, FL 32807",32807,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,157780.0,57800,99742,2018,4.062,1.09,157780,157780,1299,2,2.0,,1984,,114,114 days on Zillow,DAYS_ON,46253859,46253859,https://www.zillow.com/homedetails/955-Oropesa-Ave-Orlando-FL-32807/46253859_zpid/
"7173 Harbor Heights Cir, Orlando, FL 32835",32835,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,182187.0,160000,133682,2018,4.062,1.09,182187,182187,1400,3,2.0,1256,1983,,114,114 days on Zillow,DAYS_ON,46201158,46201158,https://www.zillow.com/homedetails/7173-Harbor-Heights-Cir-Orlando-FL-32835/46201158_zpid/
"300 E South St UNIT 3014, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,189900.0,245500,166300,2018,4.062,1.09,183584,183584,1575,2,2.0,1223,2002,,114,114 days on Zillow,DAYS_ON,64530494,64530494,https://www.zillow.com/homedetails/300-E-South-St-UNIT-3014-Orlando-FL-32801/64530494_zpid/
"6627 Queens Borough Ave APT 304, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,138000.0,65000,122300,2018,4.062,1.09,134061,134061,1350,2,2.0,1492,2000,"$2,000 (Dec 15)",115,"$2,000 (Dec 15)",PRICE_REDUCTION,71072298,71072298,https://www.zillow.com/homedetails/6627-Queens-Borough-Ave-APT-304-Orlando-FL-32835/71072298_zpid/
"3255 Oak Bluff Dr, Orlando, FL 32827",32827,SINGLE_FAMILY,FOR_SALE,House for sale,180000.0,180000,150470,2018,4.062,1.09,175413,175413,1649,3,2.0,1571,1961,"$45,000 (Dec 16)",115,"$45,000 (Dec 16)",PRICE_REDUCTION,46235770,46235770,https://www.zillow.com/homedetails/3255-Oak-Bluff-Dr-Orlando-FL-32827/46235770_zpid/
"5683 Charleston St # 54, Orlando, FL 32807",32807,TOWNHOUSE,FOR_SALE,Townhouse for sale,145000.0,78500,77000,2018,4.062,1.09,141035,141035,1350,3,2.0,1133,1978,,115,115 days on Zillow,DAYS_ON,46138000,46138000,https://www.zillow.com/homedetails/5683-Charleston-St-54-Orlando-FL-32807/46138000_zpid/
"2035 Dixie Belle Dr # 2035G, Orlando, FL 32812",32812,CONDO,FOR_SALE,Condo for sale,113000.0,62500,68900,2018,4.681,1.09,105669,105669,1150,1,2.0,830,1994,"$2,000 (Jan 8)",116,"$2,000 (Jan 8)",PRICE_REDUCTION,71090977,71090977,https://www.zillow.com/homedetails/2035-Dixie-Belle-Dr-2035G-Orlando-FL-32812/71090977_zpid/
"2619 Dianjo Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,196098.0,64500,127909,2018,4.062,1.09,196098,196098,1380,4,2.0,1539,1971,,117,117 days on Zillow,DAYS_ON,46215674,46215674,https://www.zillow.com/homedetails/2619-Dianjo-Dr-Orlando-FL-32810/46215674_zpid/
"1851 Caralee Blvd UNIT 2, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,102000.0,67000,45900,2018,4.681,1.09,96048,96048,1100,2,1.0,850,1973,,118,118 days on Zillow,DAYS_ON,46050675,46050675,https://www.zillow.com/homedetails/1851-Caralee-Blvd-UNIT-2-Orlando-FL-32822/46050675_zpid/
"4324 Hector Ct APT 8, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,120000.0,32000,52600,2018,4.681,1.09,112836,112836,1200,2,2.0,876,1987,,119,119 days on Zillow,DAYS_ON,71014654,71014654,https://www.zillow.com/homedetails/4324-Hector-Ct-APT-8-Orlando-FL-32822/71014654_zpid/
"1312 Lucaya Cir, Orlando, FL 32824",32824,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,158578.0,182000,99760,2018,4.062,1.09,158578,158578,1200,2,2.0,,1993,,120,120 days on Zillow,DAYS_ON,46269135,46269135,https://www.zillow.com/homedetails/1312-Lucaya-Cir-Orlando-FL-32824/46269135_zpid/
"14104 Lake Mary Jane Rd, Orlando, FL 32832",32832,LOT,FOR_SALE,Lot / Land for sale,120000.0,,,,4.681,1.09,,,1243,,,,-1,,120,120 days on Zillow,DAYS_ON,2082668683,2082668683,https://www.zillow.com/homedetails/14104-Lake-Mary-Jane-Rd-Orlando-FL-32832/2082668683_zpid/
"4583 Oak Arbor Cir, Orlando, FL 32808",32808,TOWNHOUSE,FOR_SALE,Townhouse for sale,129900.0,54900,91686,2018,4.062,1.09,125496,127182,1250,2,2.0,984,1989,,120,120 days on Zillow,DAYS_ON,46237713,46237713,https://www.zillow.com/homedetails/4583-Oak-Arbor-Cir-Orlando-FL-32808/46237713_zpid/
"4262 Nimons St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,191850.0,179000,138838,2018,4.062,1.09,191850,191850,1540,6,2.0,2091,1968,,122,122 days on Zillow,DAYS_ON,46063173,46063173,https://www.zillow.com/homedetails/4262-Nimons-St-Orlando-FL-32811/46063173_zpid/
"3249 W South St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,174665.0,,75486,2018,4.062,1.09,174665,174665,1350,3,2.0,,1965,,122,122 days on Zillow,DAYS_ON,46217252,46217252,https://www.zillow.com/homedetails/3249-W-South-St-Orlando-FL-32805/46217252_zpid/
"9061 Lee Vista Blvd APT 1302, Orlando, FL 32829",32829,CONDO,FOR_SALE,Condo for sale,140000.0,120000,64400,2018,4.062,1.09,135464,135464,1100,1,1.0,495,2003,,122,122 days on Zillow,DAYS_ON,71093313,71093313,https://www.zillow.com/homedetails/9061-Lee-Vista-Blvd-APT-1302-Orlando-FL-32829/71093313_zpid/
"5655 Charleston St # 68, Orlando, FL 32807",32807,CONDO,FOR_SALE,Condo for sale,135000.0,50000,82300,2018,4.062,1.09,129345,129345,1400,3,3.0,1211,1978,,124,124 days on Zillow,DAYS_ON,46138014,46138014,https://www.zillow.com/homedetails/5655-Charleston-St-68-Orlando-FL-32807/46138014_zpid/
"5612 Satel Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,195000.0,149900,185724,2018,4.062,1.09,184851,184851,1450,3,2.0,1466,1963,"$5,000 (Jan 15)",125,"$5,000 (Jan 15)",PRICE_REDUCTION,46250192,46250192,https://www.zillow.com/homedetails/5612-Satel-Dr-Orlando-FL-32810/46250192_zpid/
"3922 Alpert Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,187570.0,189900,151457,2018,4.062,1.09,187570,187570,1400,3,2.0,1303,1980,,126,Video Walkthrough,VIDEO_WALKTHROUGH,46244972,46244972,https://www.zillow.com/homedetails/3922-Alpert-Dr-Orlando-FL-32810/46244972_zpid/
"4039 Gay Nell Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,153215.0,,57856,2018,4.062,1.09,153215,153215,1470,3,2.0,,1961,,126,126 days on Zillow,DAYS_ON,46064736,46064736,https://www.zillow.com/homedetails/4039-Gay-Nell-Ct-Orlando-FL-32811/46064736_zpid/
"4540 Commander Dr APT 2237, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,115000.0,70000,71400,2018,4.681,1.09,109767,110478,1350,3,2.0,1253,1990,,126,126 days on Zillow,DAYS_ON,71092840,71092840,https://www.zillow.com/homedetails/4540-Commander-Dr-APT-2237-Orlando-FL-32822/71092840_zpid/
"5550 E Michigan St APT 3124, Orlando, FL 32822",32822,CONDO,FOR_SALE,For sale by owner,150000.0,150900,57100,2018,4.062,1.09,110484,110484,1100,1,1.0,772,2005,,126,126 days on Zillow,DAYS_ON,66194539,66194539,https://www.zillow.com/homedetails/5550-E-Michigan-St-APT-3124-Orlando-FL-32822/66194539_zpid/
"6298 Arlington Ct # 209, Orlando, FL 32807",32807,CONDO,FOR_SALE,Condo for sale,154900.0,63000,96700,2018,4.062,1.09,150636,150636,1350,3,3.0,1307,1989,,127,127 days on Zillow,DAYS_ON,46049122,46049122,https://www.zillow.com/homedetails/6298-Arlington-Ct-209-Orlando-FL-32807/46049122_zpid/
"8343 Golden Chickasaw Cir, Orlando, FL 32825",32825,SINGLE_FAMILY,FOR_SALE,House for sale,200000.0,185000,118085,2018,4.062,1.09,194174,202199,1406,3,2.0,1052,1996,,127,Video Walkthrough,VIDEO_WALKTHROUGH,46189163,46189163,https://www.zillow.com/homedetails/8343-Golden-Chickasaw-Cir-Orlando-FL-32825/46189163_zpid/
"3187 W Central Blvd, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,145000.0,150000,56112,2018,4.062,1.09,138240,138240,1300,3,1.0,1278,1959,,127,127 days on Zillow,DAYS_ON,46217041,46217041,https://www.zillow.com/homedetails/3187-W-Central-Blvd-Orlando-FL-32805/46217041_zpid/
"4280 Pinebark Ave # 2, Orlando, FL 32811",32811,TOWNHOUSE,FOR_SALE,Townhouse for sale,133000.0,71000,,,4.062,1.09,129000,129000,1249,2,2.0,909,1974,,127,127 days on Zillow,DAYS_ON,2102267682,2102267682,https://www.zillow.com/homedetails/4280-Pinebark-Ave-2-Orlando-FL-32811/2102267682_zpid/
"1721 28th St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,153099.0,,72514,2018,4.062,1.09,153099,153099,1275,3,1.0,,1961,,128,128 days on Zillow,DAYS_ON,46048520,46048520,https://www.zillow.com/homedetails/1721-28th-St-Orlando-FL-32805/46048520_zpid/
"4301 Lizshire Ln APT 301, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,109000.0,,,,4.681,1.09,105366,105366,1195,2,1.0,810,1987,,128,128 days on Zillow,DAYS_ON,2082773695,2082773695,https://www.zillow.com/homedetails/4301-Lizshire-Ln-APT-301-Orlando-FL-32822/2082773695_zpid/
"4224 Tymberwood Ln # 40-H, Orlando, FL 32839",32839,CONDO,PRE_FORECLOSURE,Pre-foreclosure,53953.0,13900,8200,2018,4.681,1.09,53953,53953,1002,2,1.0,1020,1972,,129,129 days on Zillow,DAYS_ON,46090566,46090566,https://www.zillow.com/homedetails/4224-Tymberwood-Ln-40-H-Orlando-FL-32839/46090566_zpid/
"7957 Merrimac Cove Dr, Orlando, FL 32822",32822,MULTI_FAMILY,FOR_SALE,Apartment for sale,169900.0,70000,127735,2018,4.062,1.09,161457,161457,1430,3,2.0,1283,1989,"$10,000 (Jan 9)",129,"$10,000 (Jan 9)",PRICE_REDUCTION,46105320,46105320,https://www.zillow.com/homedetails/7957-Merrimac-Cove-Dr-Orlando-FL-32822/46105320_zpid/
"15731 Trigonia St, Orlando, FL 32828",32828,MANUFACTURED,FOR_SALE,Home for sale,144900.0,37000,72014,2018,4.062,1.09,142192,142192,1350,3,2.0,1343,2017,,129,129 days on Zillow,DAYS_ON,46228425,46228425,https://www.zillow.com/homedetails/15731-Trigonia-St-Orlando-FL-32828/46228425_zpid/
"4109 Fairview Vista Point # 253, Orlando, FL 32804",32804,CONDO,FOR_SALE,Condo for sale,190000.0,142000,106500,2018,4.062,1.09,184102,184102,1400,2,2.0,1065,1980,"$10,000 (Dec 2)",133,"$10,000 (Dec 2)",PRICE_REDUCTION,46093582,46093582,https://www.zillow.com/homedetails/4109-Fairview-Vista-Point-253-Orlando-FL-32804/46093582_zpid/
"14341 Fredricksburg Dr APT 1012, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,190000.0,76200,153800,2018,4.062,1.09,186374,186374,1550,3,3.0,1554,1998,,133,133 days on Zillow,DAYS_ON,71089302,71089302,https://www.zillow.com/homedetails/14341-Fredricksburg-Dr-APT-1012-Orlando-FL-32837/71089302_zpid/
"3396 Parkchester Square Blvd APT 201, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,129900.0,100000,76300,2018,4.062,1.09,125582,125582,1125,1,1.0,930,2000,,133,133 days on Zillow,DAYS_ON,64609647,64609647,https://www.zillow.com/homedetails/3396-Parkchester-Square-Blvd-APT-201-Orlando-FL-32835/64609647_zpid/
"10873 Windsor Walk Dr # 4305, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,149900.0,125000,99900,2018,4.062,1.09,144926,144926,1300,2,2.0,999,2003,,134,134 days on Zillow,DAYS_ON,71087843,71087843,https://www.zillow.com/homedetails/10873-Windsor-Walk-Dr-4305-Orlando-FL-32837/71087843_zpid/
"1015 W Anderson St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,165217.0,160000,107226,2018,4.062,1.09,165217,165217,1350,3,2.5,1101,2009,,141,141 days on Zillow,DAYS_ON,46252186,46252186,https://www.zillow.com/homedetails/1015-W-Anderson-St-Orlando-FL-32805/46252186_zpid/
"1034 E Michigan St APT B, Orlando, FL 32806",32806,CONDO,FOR_SALE,Condo for sale,163900.0,160000,102200,2018,4.062,1.09,157458,157458,1395,3,2.0,1428,1973,"$1,000 (Jan 2)",141,"$1,000 (Jan 2)",PRICE_REDUCTION,46034811,46034811,https://www.zillow.com/homedetails/1034-E-Michigan-St-APT-B-Orlando-FL-32806/46034811_zpid/
"1614 Columbia St, Orlando, FL 32805",32805,LOT,FOR_SALE,Lot / Land for sale,149000.0,40000,31500,2018,4.062,1.09,,,,,,,-1,,141,141 days on Zillow,DAYS_ON,99686783,99686783,https://www.zillow.com/homedetails/1614-Columbia-St-Orlando-FL-32805/99686783_zpid/
"13009 Fernway Rd, Orlando, FL 32832",32832,LOT,FOR_SALE,Lot / Land for sale,88000.0,35000,42000,2018,4.681,1.09,,,,,,,-1,"$7,000 (Nov 11)",141,"$7,000 (Nov 11)",PRICE_REDUCTION,99702578,99702578,https://www.zillow.com/homedetails/13009-Fernway-Rd-Orlando-FL-32832/99702578_zpid/
"1832 Warringwood Dr, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,85000.0,,,,4.681,1.09,79391,79391,1439,3,3.0,1509,1974,,141,141 days on Zillow,DAYS_ON,2082930563,2082930563,https://www.zillow.com/homedetails/1832-Warringwood-Dr-Orlando-FL-32839/2082930563_zpid/
"1723 Montview St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,166311.0,73000,96519,2018,4.062,1.09,166311,166311,1465,4,2.0,,1960,,142,142 days on Zillow,DAYS_ON,46048464,46048464,https://www.zillow.com/homedetails/1723-Montview-St-Orlando-FL-32805/46048464_zpid/
"37 Grand Junction Blvd, Orlando, FL 32835",32835,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,188528.0,160000,133835,2018,4.062,1.09,188528,188528,1350,2,2.0,1053,1987,,142,142 days on Zillow,DAYS_ON,46195482,46195482,https://www.zillow.com/homedetails/37-Grand-Junction-Blvd-Orlando-FL-32835/46195482_zpid/
"1832 Warringwood Dr # 0, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,85000.0,,,,4.681,1.09,79338,79338,1499,3,3.0,1509,1974,,142,142 days on Zillow,DAYS_ON,2082944943,2082944943,https://www.zillow.com/homedetails/1832-Warringwood-Dr-0-Orlando-FL-32839/2082944943_zpid/
"242 Ronnie Cir, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,149295.0,150000,56127,2018,4.062,1.09,149295,149295,1325,3,2.0,1356,1959,,143,143 days on Zillow,DAYS_ON,46226738,46226738,https://www.zillow.com/homedetails/242-Ronnie-Cir-Orlando-FL-32811/46226738_zpid/
"228 Scottsdale Sq, Winter Park, FL 32792",32792,CONDO,FOR_SALE,Condo for sale,140000.0,96000,68800,2018,4.062,1.09,135968,135968,1300,3,2.0,1250,1974,,143,143 days on Zillow,DAYS_ON,46094691,46094691,https://www.zillow.com/homedetails/228-Scottsdale-Sq-Winter-Park-FL-32792/46094691_zpid/
"4582 Summergrove Ave, Orlando, FL 32812",32812,SINGLE_FAMILY,FOR_SALE,House for sale,192999.0,64000,127350,2018,4.062,1.09,187550,187550,1300,2,2.0,950,1984,,143,143 days on Zillow,DAYS_ON,46091322,46091322,https://www.zillow.com/homedetails/4582-Summergrove-Ave-Orlando-FL-32812/46091322_zpid/
"13403 S Lake Mary Jane Rd, Orlando, FL 32832",32832,LOT,FOR_SALE,Lot / Land for sale,93900.0,,,,4.681,1.09,,,1243,0,,,-1,"$6,100 (Nov 11)",144,"$6,100 (Nov 11)",PRICE_REDUCTION,2106332851,2106332851,https://www.zillow.com/homedetails/13403-S-Lake-Mary-Jane-Rd-Orlando-FL-32832/2106332851_zpid/
"514 Hibiscus Way # 2-B, Orlando, FL 32807",32807,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,187773.0,67000,101367,2018,4.062,1.09,187773,187773,1446,3,2.0,,1977,,145,145 days on Zillow,DAYS_ON,46211855,46211855,https://www.zillow.com/homedetails/514-Hibiscus-Way-2-B-Orlando-FL-32807/46211855_zpid/
"8116 Blue Marlin Way # 3085, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,Home for sale,84900.0,,,,4.681,1.09,83031,83031,1450,2,2.0,1352,2016,"$4,600 (Oct 28)",148,"$4,600 (Oct 28)",PRICE_REDUCTION,2083019599,2083019599,https://www.zillow.com/homedetails/8116-Blue-Marlin-Way-3085-Orlando-FL-32822/2083019599_zpid/
"2487 Lancien Ct # 2, Orlando, FL 32826",32826,CONDO,PRE_FORECLOSURE,Pre-foreclosure,168418.0,120000,117600,2018,4.062,1.09,168418,168418,1340,2,2.5,1278,2006,,149,149 days on Zillow,DAYS_ON,71093569,71093569,https://www.zillow.com/homedetails/2487-Lancien-Ct-2-Orlando-FL-32826/71093569_zpid/
"2248 W Jackson St, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,178000.0,86000,121327,2018,4.062,1.09,174365,174365,1495,5,3.0,1664,1990,,149,149 days on Zillow,DAYS_ON,46217437,46217437,https://www.zillow.com/homedetails/2248-W-Jackson-St-Orlando-FL-32805/46217437_zpid/
"11732 Waterstar Ct # 4, Orlando, FL 32837",32837,TOWNHOUSE,FOR_SALE,Townhouse for sale,162000.0,,,,4.062,1.09,156133,156133,,2,3.0,1174,1988,,149,149 days on Zillow,DAYS_ON,2117485703,2117485703,https://www.zillow.com/homedetails/11732-Waterstar-Ct-4-Orlando-FL-32837/2117485703_zpid/
"1704 Baxter Ave, Orlando, FL 32806",32806,SINGLE_FAMILY,FOR_SALE,House for sale,155000.0,165000,76395,2018,4.062,1.09,161550,161550,1250,2,1.0,784,1931,"$15,000 (Dec 13)",150,"$15,000 (Dec 13)",PRICE_REDUCTION,66194033,66194033,https://www.zillow.com/homedetails/1704-Baxter-Ave-Orlando-FL-32806/66194033_zpid/
"8712 Gopher Ln, Orlando, FL 32829",32829,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,185937.0,185000,138653,2018,4.062,1.09,185937,185937,1600,2,2.0,1257,1983,,151,151 days on Zillow,DAYS_ON,46118848,46118848,https://www.zillow.com/homedetails/8712-Gopher-Ln-Orlando-FL-32829/46118848_zpid/
"3759 Atrium Dr # 44, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,129999.0,,,,4.062,1.09,126048,126048,1250,2,2.0,820,1985,,151,151 days on Zillow,DAYS_ON,2083059101,2083059101,https://www.zillow.com/homedetails/3759-Atrium-Dr-44-Orlando-FL-32822/2083059101_zpid/
"3023 Eleuthera Ln, Orlando, FL 32827",32827,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,185282.0,101000,132218,2018,4.062,1.09,185282,185282,1500,3,2.0,1248,1961,,152,152 days on Zillow,DAYS_ON,54436826,54436826,https://www.zillow.com/homedetails/3023-Eleuthera-Ln-Orlando-FL-32827/54436826_zpid/
"3001 Herold Dr, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,172574.0,60000,82864,2018,4.062,1.09,172574,172574,1450,4,2.0,1750,1965,,155,155 days on Zillow,DAYS_ON,46245959,46245959,https://www.zillow.com/homedetails/3001-Herold-Dr-Orlando-FL-32805/46245959_zpid/
"703 Palmera St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,161567.0,160000,109497,2018,4.062,1.09,161567,161567,1395,3,2.0,1170,2004,,155,155 days on Zillow,DAYS_ON,66187054,66187054,https://www.zillow.com/homedetails/703-Palmera-St-Orlando-FL-32811/66187054_zpid/
"436 Buck Aly, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,For sale by owner,180000.0,25000,31023,2018,4.062,1.09,96342,96342,1228,2,1.0,,1967,,156,156 days on Zillow,DAYS_ON,62638645,62638645,https://www.zillow.com/homedetails/436-Buck-Aly-Orlando-FL-32805/62638645_zpid/
"1521 Park Manor Dr, Orlando, FL 32825",32825,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,205972.0,185000,118881,2018,4.062,1.09,205972,205972,1450,4,2.0,1552,1959,,158,158 days on Zillow,DAYS_ON,46167845,46167845,https://www.zillow.com/homedetails/1521-Park-Manor-Dr-Orlando-FL-32825/46167845_zpid/
"4207 S Rio Grande Ave, Orlando, FL 32839",32839,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,95719.0,97000,33466,2018,4.681,1.09,95719,95719,1200,2,1.0,959,1957,,159,159 days on Zillow,DAYS_ON,46096453,46096453,https://www.zillow.com/homedetails/4207-S-Rio-Grande-Ave-Orlando-FL-32839/46096453_zpid/
"610 Upperriver Ct, Orlando, FL 32828",32828,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,169430.0,85500,168389,2018,4.062,1.09,169430,169430,1695,3,3.0,1515,1992,,159,159 days on Zillow,DAYS_ON,46212561,46212561,https://www.zillow.com/homedetails/610-Upperriver-Ct-Orlando-FL-32828/46212561_zpid/
"Lehman Rd, Orlando, FL 32825",32825,LOT,FOR_SALE,Lot / Land for sale,99900.0,30000,36000,2018,4.681,1.09,,,,,,,-1,"$10,000 (Nov 6)",159,"$10,000 (Nov 6)",PRICE_REDUCTION,99733078,99733078,https://www.zillow.com/homedetails/Lehman-Rd-Orlando-FL-32825/99733078_zpid/
"4121 Crossen Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,190699.0,48200,128937,2018,4.062,1.09,190699,190699,1286,3,1.0,,1964,,162,162 days on Zillow,DAYS_ON,46119548,46119548,https://www.zillow.com/homedetails/4121-Crossen-Dr-Orlando-FL-32822/46119548_zpid/
"11558 Thurston Way, Orlando, FL 32837",32837,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,194253.0,80900,117899,2018,4.062,1.09,194253,194253,1436,3,2.0,1236,1986,,163,163 days on Zillow,DAYS_ON,46142816,46142816,https://www.zillow.com/homedetails/11558-Thurston-Way-Orlando-FL-32837/46142816_zpid/
